Humidity: 43.60, Temp: 21.80, Lux: 1113.64
Humidity: 43.60, Temp: 21.80, Lux: 1140.70
Humidity: 43.50, Temp: 21.70, Lux: 1113.64
Humidity: 43.50, Temp: 21.70, Lux: 1113.64
Humidity: 43.50, Temp: 21.70, Lux: 1113.64
Humidity: 43.50, Temp: 21.70, Lux: 1063.04
Humidity: 43.50, Temp: 21.70, Lux: 1063.04
Humidity: 43.60, Temp: 21.70, Lux: 1039.36
Humidity: 43.60, Temp: 21.70, Lux: 1039.36
Humidity: 43.60, Temp: 21.70, Lux: 1039.36
Humidity: 43.60, Temp: 21.70, Lux: 1039.36
Humidity: 43.60, Temp: 21.70, Lux: 1063.04
Humidity: 43.60, Temp: 21.60, Lux: 1087.78
Humidity: 43.60, Temp: 21.70, Lux: 1087.78
Humidity: 43.60, Temp: 21.60, Lux: 1113.64
Humidity: 43.60, Temp: 21.60, Lux: 1113.64
Humidity: 43.60, Temp: 21.60, Lux: 1140.70
Humidity: 43.60, Temp: 21.60, Lux: 1140.70
Humidity: 43.60, Temp: 21.60, Lux: 1140.70
Humidity: 43.70, Temp: 21.70, Lux: 1140.70
Humidity: 43.70, Temp: 21.60, Lux: 1140.70
Humidity: 43.80, Temp: 21.60, Lux: 1113.64
Humidity: 43.80, Temp: 21.60, Lux: 1113.64
Humidity: 43.80, Temp: 21.60, Lux: 1087.78
Humidity: 43.80, Temp: 21.60, Lux: 1063.04
Humidity: 43.80, Temp: 21.60, Lux: 1039.36
Humidity: 43.80, Temp: 21.60, Lux: 1039.36
Humidity: 43.80, Temp: 21.60, Lux: 1039.36
Humidity: 43.90, Temp: 21.60, Lux: 1039.36
Humidity: 43.90, Temp: 21.60, Lux: 1039.36
Humidity: 43.90, Temp: 21.60, Lux: 1039.36
Humidity: 43.80, Temp: 21.50, Lux: 1039.36
Humidity: 43.90, Temp: 21.60, Lux: 1039.36
Humidity: 43.90, Temp: 21.60, Lux: 1063.04
Humidity: 43.90, Temp: 21.50, Lux: 1087.78
Humidity: 44.00, Temp: 21.60, Lux: 1113.64
Humidity: 44.00, Temp: 21.60, Lux: 1140.70
Humidity: 43.90, Temp: 21.50, Lux: 1140.70
Humidity: 43.90, Temp: 21.50, Lux: 1113.64
Humidity: 43.90, Temp: 21.50, Lux: 1087.78
Humidity: 44.00, Temp: 21.50, Lux: 1039.36
Humidity: 44.00, Temp: 21.50, Lux: 1039.36
Humidity: 44.00, Temp: 21.50, Lux: 1039.36
Humidity: 44.00, Temp: 21.50, Lux: 1087.78
Humidity: 44.00, Temp: 21.50, Lux: 1087.78
Humidity: 44.10, Temp: 21.50, Lux: 1113.64
Humidity: 44.10, Temp: 21.50, Lux: 1140.70
Humidity: 44.10, Temp: 21.50, Lux: 1140.70
Humidity: 44.10, Temp: 21.50, Lux: 1113.64
Humidity: 44.10, Temp: 21.60, Lux: 1113.64
Humidity: 44.10, Temp: 21.50, Lux: 1087.78
Humidity: 44.10, Temp: 21.50, Lux: 1063.04
Humidity: 44.10, Temp: 21.50, Lux: 1039.36
Humidity: 44.10, Temp: 21.50, Lux: 1039.36
Humidity: 44.10, Temp: 21.50, Lux: 1039.36
Humidity: 44.10, Temp: 21.50, Lux: 1016.67
Humidity: 44.10, Temp: 21.50, Lux: 1039.36
Humidity: 44.10, Temp: 21.50, Lux: 1039.36
Humidity: 44.10, Temp: 21.40, Lux: 1063.04
Humidity: 44.10, Temp: 21.50, Lux: 1087.78
